Reading No,Time,Type,Duration,Units,Sequence,Flags,SAMPLE,OBJNAME,X,Y,area,element,Al2O3,Al2O3 Error,FeO,FeO Error,MgO,MgO Error,Cr2O3,Cr2O3 Error,Mg,Mg Error,Al,Al Error,Bal,Bal Error,Si,Si Error,P,P Error,S,S Error,Cl,Cl Error,K,K Error,Ca,Ca Error,Ti,Ti Error,V,V Error,Cr,Cr Error,Mn,Mn Error,Fe,Fe Error,Co,Co Error,Ni,Ni Error,Cu,Cu Error,Zn,Zn Error,As,As Error,Se,Se Error,Rb,Rb Error,Sr,Sr Error,Zr,Zr Error,Nb,Nb Error,Mo,Mo Error,Pd,Pd Error,Ag,Ag Error,Cd,Cd Error,Sn,Sn Error,Sb,Sb Error,Ba,Ba Error,W,W Error,Au,Au Error,Pb,Pb Error,Bi,Bi Error
504,6/1/2007 0:30,Mining,123.15,%,Final,,SI08,SI08,371491.6044,7217716.173,B,undetermined,0.28,0,2.732,0,0.468,0,0.012,0,0.282,0.165,0.148,0.036,91.529,0.049,3.63,0.061,0.693,0.02,0.086,0.008,0.062,0.003,0.657,0.019,0.415,0.022,0.249,0.006,0.005,0.002,0.008,0.002,0.064,0.008,2.124,0.024,< LOD,0.01,< LOD,0.004,< LOD,0.003,0.002,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.028,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.015,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
506,6/1/2007 0:34,Mining,122.32,%,Final,,SI09,SI09,371491.5972,7217718.017,B,undetermined,0.355,0,2.96,0,0,0,0.012,0,< LOD,0.196,0.188,0.037,91.363,0.049,3.56,0.061,0.674,0.02,0.094,0.009,0.066,0.003,0.737,0.02,0.604,0.027,0.253,0.006,0.007,0.003,0.008,0.002,0.089,0.009,2.301,0.025,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.023,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.023,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
507,6/1/2007 0:38,Mining,122.45,%,Final,,SI010,SI010,371491.7159,7217719.935,B,undetermined,0.292,0,2.952,0,0,0,0.015,0,< LOD,0.316,0.154,0.035,91.149,0.05,3.811,0.062,0.763,0.02,0.091,0.008,0.058,0.003,0.714,0.02,0.533,0.026,0.257,0.006,0.009,0.003,0.01,0.002,0.095,0.009,2.295,0.025,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.002,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.03,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.024,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
508,6/1/2007 0:42,Mining,123.85,%,Final,,SI011,SI011,371489.7323,7217720.006,B,undetermined,0.278,0,3.769,0,0,0,0.014,0,< LOD,0.371,0.147,0.034,90.563,0.053,3.654,0.058,0.768,0.02,0.088,0.008,0.061,0.003,0.849,0.022,0.426,0.025,0.323,0.007,0.009,0.003,0.009,0.003,0.1,0.009,2.93,0.029,< LOD,0.011,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.039,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.024,0.004,< LOD,0.008,< LOD,0.002,< LOD,0.002,< LOD,0.002
509,6/1/2007 0:45,Mining,121.85,%,Final,,SI012,SI012,371489.8168,7217718.002,B,undetermined,0.317,0,2.871,0,0,0,0.01,0,< LOD,0.28,0.168,0.036,91.198,0.048,3.871,0.062,0.767,0.02,0.087,0.008,0.055,0.003,0.747,0.02,0.476,0.025,0.253,0.006,0.007,0.003,0.007,0.002,0.076,0.008,2.232,0.024,< LOD,0.009,< LOD,0.004,< LOD,0.002,0.002,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.028,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.022,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
510,6/1/2007 0:49,Mining,122.11,%,Final,,SI013,SI013,371489.8426,7217716.016,B,undetermined,0.258,0,2.642,0,0,0,0.008,0,< LOD,0.202,0.137,0.034,91.292,0.049,4.158,0.064,0.792,0.02,0.098,0.008,0.057,0.003,0.642,0.018,0.432,0.023,0.207,0.005,0.007,0.002,0.005,0.002,0.066,0.008,2.053,0.023,< LOD,0.009,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.029,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.019,0.003,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
511,6/1/2007 0:52,Mining,122.13,%,Final,,SI014,SI014,371489.8616,7217714.02,B,undetermined,0.282,0,2.568,0,0,0,0.009,0,< LOD,0.214,0.149,0.035,91.49,0.049,3.958,0.062,0.803,0.02,0.102,0.008,0.055,0.003,0.6,0.018,0.473,0.023,0.241,0.006,0.007,0.002,0.006,0.002,0.063,0.008,1.996,0.023,< LOD,0.009,< LOD,0.004,< LOD,0.002,0.002,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.031,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.019,0.003,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
513,6/1/2007 0:56,Mining,123.74,%,Final,,SI015,SI015,371489.8464,7217712.034,B,undetermined,0.325,0,2.749,0,0,0,0.012,0,< LOD,0.234,0.172,0.035,91.542,0.049,3.867,0.061,0.734,0.02,0.086,0.008,0.06,0.003,0.641,0.018,0.403,0.022,0.225,0.006,0.006,0.002,0.008,0.002,0.063,0.008,2.137,0.024,< LOD,0.009,< LOD,0.004,< LOD,0.002,0.002,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.029,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.02,0.003,< LOD,0.006,< LOD,0.002,< LOD,0.002,< LOD,0.002
514,6/1/2007 1:00,Mining,125.06,%,Final,,SI016,SI016,371487.9354,7217712.056,B,undetermined,0.333,0,2.867,0,0,0,0.01,0,< LOD,0.269,0.176,0.036,91.068,0.049,4.082,0.063,0.801,0.021,0.094,0.008,0.058,0.003,0.638,0.018,0.421,0.022,0.275,0.006,0.006,0.003,0.007,0.002,0.075,0.008,2.229,0.023,< LOD,0.009,< LOD,0.004,< LOD,0.002,0.002,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.04,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.023,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
515,6/1/2007 1:04,Mining,122.16,%,Final,,SI017,SI017,371487.9116,7217714.03,B,undetermined,0.302,0,2.828,0,0,0,0.014,0,< LOD,0.218,0.16,0.036,91.318,0.049,3.783,0.062,0.805,0.021,0.101,0.008,0.059,0.003,0.641,0.019,0.471,0.024,0.29,0.006,0.008,0.003,0.009,0.002,0.073,0.008,2.198,0.025,< LOD,0.009,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.033,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.042,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
516,6/1/2007 1:08,Mining,122.45,%,Final,,SI018,SI018,371487.992,7217716.039,B,undetermined,0.338,0,3.083,0,0,0,0.015,0,< LOD,0.197,0.179,0.036,91.249,0.047,3.348,0.058,0.773,0.02,0.108,0.008,0.056,0.003,0.696,0.02,0.785,0.031,0.249,0.006,0.007,0.003,0.01,0.002,0.086,0.008,2.396,0.025,< LOD,0.009,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.002,0.001,0.03,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.018,0.003,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
517,6/1/2007 1:11,Mining,122.6,%,Final,,SI019,SI019,371487.7968,7217718.02,B,undetermined,0.301,0,3.017,0,0,0,0.013,0,< LOD,0.209,0.159,0.037,91.223,0.049,3.597,0.061,0.768,0.021,0.09,0.008,0.059,0.003,0.715,0.021,0.603,0.028,0.277,0.007,0.007,0.003,0.009,0.002,0.08,0.008,2.345,0.025,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.002,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.002,0.001,0.035,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.025,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
519,6/1/2007 1:16,Mining,121.83,%,Final,,SI020,SI020,371487.8035,7217719.982,B,undetermined,0.234,0,3.078,0,0,0,0.012,0,< LOD,0.227,0.124,0.035,91.257,0.048,3.61,0.06,0.77,0.02,0.096,0.008,0.061,0.003,0.752,0.02,0.512,0.025,0.26,0.006,0.009,0.003,0.008,0.002,0.077,0.008,2.393,0.026,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.002,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.038,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.026,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
520,6/1/2007 1:21,Mining,124.09,%,Final,,SI021,SI021,371485.7114,7217720.08,B,undetermined,0.331,0,3.24,0,0,0,0.01,0,< LOD,0.206,0.175,0.036,91.012,0.049,3.56,0.059,0.762,0.02,0.095,0.008,0.06,0.003,0.729,0.021,0.66,0.029,0.264,0.006,0.006,0.003,0.007,0.002,0.088,0.008,2.519,0.026,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.004,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.002,0.001,0.03,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.023,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
521,6/1/2007 1:24,Mining,124.39,%,Final,,SI022,SI022,371485.7973,7217717.898,B,undetermined,0.189,0,3.38,0,0,0,0.012,0,< LOD,0.2,0.1,0.034,91.294,0.048,3.256,0.057,0.61,0.019,0.089,0.008,0.055,0.003,0.809,0.022,0.699,0.03,0.28,0.007,0.009,0.003,0.008,0.002,0.095,0.008,2.627,0.026,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.004,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.002,0.001,0.035,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.023,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
522,6/1/2007 1:29,Mining,122.49,%,Final,,SI023,SI023,371485.8409,7217715.966,B,undetermined,0.213,0,3.049,0,0,0,0.014,0,< LOD,0.215,0.113,0.034,91.598,0.045,3.141,0.057,0.648,0.019,0.097,0.008,0.055,0.003,0.705,0.02,0.853,0.032,0.249,0.006,0.007,0.003,0.009,0.002,0.091,0.008,2.37,0.025,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.005,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.002,0.001,0.03,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.023,0.003,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
523,6/1/2007 1:34,Mining,122.79,%,Final,,SI024,SI024,371485.8368,7217714.014,B,undetermined,0.225,0,2.767,0,0,0,0.009,0,< LOD,0.304,0.119,0.033,92.016,0.044,3.082,0.055,0.534,0.018,0.082,0.008,0.054,0.003,0.669,0.019,0.891,0.031,0.245,0.006,0.007,0.003,0.006,0.002,0.082,0.008,2.151,0.024,< LOD,0.009,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.002,0.001,0.032,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.019,0.003,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
524,6/1/2007 1:40,Mining,123.88,%,Final,,SI025,SI025,371485.8392,7217712.054,B,undetermined,0.264,0,2.815,0,0,0,0.014,0,< LOD,0.284,0.14,0.036,91.05,0.05,4.046,0.065,0.835,0.021,0.105,0.009,0.061,0.003,0.635,0.019,0.526,0.025,0.24,0.006,0.009,0.003,0.009,0.002,0.091,0.008,2.188,0.024,< LOD,0.009,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.034,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.022,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
525,6/1/2007 1:44,Mining,121.7,%,Final,,SI026,SI026,371483.7304,7217712.056,B,undetermined,0.389,0,2.867,0,0,0,0.009,0,< LOD,0.217,0.206,0.037,91.127,0.049,3.888,0.063,0.85,0.021,0.101,0.008,0.061,0.003,0.7,0.02,0.414,0.024,0.271,0.006,0.006,0.003,0.006,0.002,0.078,0.008,2.229,0.024,< LOD,0.009,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.032,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.023,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
526,6/1/2007 1:50,Mining,122.07,%,Final,,SI027,SI027,371483.7761,7217714.022,B,undetermined,0.423,0,2.792,0,0,0,0.008,0,< LOD,0.23,0.224,0.037,91.024,0.05,3.949,0.063,0.834,0.021,0.09,0.008,0.054,0.003,0.658,0.019,0.591,0.027,0.267,0.006,0.007,0.003,0.005,0.002,0.061,0.008,2.17,0.024,< LOD,0.009,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.04,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.019,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
528,6/1/2007 1:55,Mining,122.18,%,Final,,SI028a,SI028,371483.7592,7217716.006,B,undetermined,0.249,0,2.855,0,0,0,0.01,0,< LOD,0.219,0.132,0.035,91.506,0.048,3.709,0.062,0.667,0.02,0.076,0.008,0.061,0.003,0.737,0.021,0.47,0.025,0.262,0.006,0.007,0.003,0.007,0.002,0.073,0.008,2.22,0.025,< LOD,0.01,< LOD,0.004,0.003,0.001,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.039,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.021,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
529,6/1/2007 1:58,Mining,122.64,%,Final,,SI028b,SI028,371483.7592,7217716.006,B,undetermined,0.238,0,2.895,0,0,0,0.01,0,< LOD,0.217,0.126,0.035,91.332,0.049,3.76,0.062,0.708,0.02,0.08,0.008,0.059,0.003,0.765,0.021,0.504,0.025,0.257,0.006,0.007,0.003,0.007,0.002,0.08,0.008,2.25,0.025,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.032,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.025,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
530,6/1/2007 2:02,Mining,121.79,%,Final,,SI028c,SI028,371483.7592,7217716.006,B,undetermined,0.312,0,2.832,0,0.273,0,0.013,0,< LOD,0.245,0.165,0.037,91.265,0.049,3.667,0.062,0.663,0.02,0.084,0.008,0.059,0.003,0.81,0.021,0.511,0.026,0.264,0.006,0.006,0.003,0.009,0.002,0.073,0.008,2.201,0.025,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.002,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.029,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.021,0.004,< LOD,0.007,< LOD,0.002,< LOD,0.002,< LOD,0.002
531,6/1/2007 2:06,Mining,122.36,%,Final,,SI029,SI029,371483.8507,7217717.983,B,undetermined,0.285,0,3.388,0,0,0,0.013,0,< LOD,0.216,0.151,0.036,90.758,0.049,3.769,0.062,0.757,0.02,0.101,0.008,0.061,0.003,0.744,0.021,0.583,0.027,0.272,0.006,0.008,0.003,0.009,0.002,0.088,0.008,2.633,0.026,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.004,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.002,0.001,0.035,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.023,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
532,6/1/2007 2:10,Mining,121.65,%,Final,,SI030,SI030,371483.8287,7217719.984,B,undetermined,0.329,0,2.983,0,0,0,0.009,0,< LOD,0.217,0.174,0.036,91.077,0.05,3.929,0.063,0.8,0.021,0.089,0.008,0.059,0.003,0.662,0.019,0.472,0.024,0.273,0.006,0.007,0.003,0.006,0.002,0.071,0.008,2.318,0.025,< LOD,0.01,< LOD,0.004,< LOD,0.003,0.002,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.032,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.022,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
533,6/1/2007 2:14,Mining,122.14,%,Final,,SI031,SI031,371481.9083,7217720.095,B,undetermined,0.373,0,3.289,0,0.342,0,0.013,0,< LOD,0.244,0.197,0.037,90.446,0.055,4.043,0.064,0.807,0.021,0.097,0.008,0.057,0.003,0.741,0.02,0.414,0.024,0.265,0.006,0.007,0.003,0.009,0.002,0.09,0.009,2.556,0.027,< LOD,0.01,< LOD,0.004,< LOD,0.003,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.031,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.024,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
534,6/1/2007 2:18,Mining,120.93,%,Final,,SI032,SI032,371481.8643,7217718.076,B,undetermined,0.36,0,3.167,0,0,0,0.006,0,< LOD,0.379,0.19,0.037,90.817,0.052,4.103,0.064,0.809,0.021,0.091,0.008,0.06,0.003,0.665,0.019,0.403,0.023,0.248,0.006,0.007,0.003,0.004,0.002,0.078,0.008,2.462,0.026,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.032,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.024,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
535,6/1/2007 2:21,Mining,122.3,%,Final,,SI033,SI033,371481.8324,7217716.047,B,undetermined,0.267,0,3.196,0,0,0,0.019,0,< LOD,0.212,0.141,0.036,90.883,0.052,3.623,0.061,0.801,0.021,0.1,0.008,0.056,0.003,0.765,0.021,0.701,0.03,0.265,0.006,0.01,0.003,0.013,0.002,0.092,0.009,2.484,0.026,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,0.002,0.001,0.031,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.025,0.003,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
536,6/1/2007 2:25,Mining,121.12,%,Final,,SI034,SI034,371481.6775,7217714.07,B,undetermined,0.227,0,2.974,0,0,0,0.009,0,< LOD,0.21,0.12,0.035,91.342,0.049,3.633,0.061,0.753,0.02,0.086,0.008,0.063,0.003,0.752,0.021,0.537,0.026,0.25,0.006,0.008,0.003,0.006,0.002,0.077,0.008,2.312,0.025,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.005,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.027,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.024,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
537,6/1/2007 2:29,Mining,125.29,%,Final,,SI035,SI035,371481.8531,7217712.065,B,undetermined,0.33,0,2.589,0,0,0,0.007,0,< LOD,0.228,0.175,0.036,91.12,0.049,4.185,0.064,0.809,0.021,0.098,0.008,0.061,0.003,0.689,0.019,0.465,0.024,0.242,0.006,0.006,0.002,0.005,0.002,0.057,0.007,2.012,0.022,< LOD,0.009,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.041,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.027,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
538,6/1/2007 2:33,Mining,121.71,%,Final,,SI036,SI036,371481.884,7217710.068,B,undetermined,0.338,0,2.644,0,0,0,0.009,0,< LOD,0.213,0.179,0.036,91.506,0.047,3.792,0.062,0.818,0.021,0.089,0.008,0.059,0.003,0.694,0.019,0.446,0.024,0.228,0.006,0.008,0.002,0.006,0.002,0.056,0.008,2.055,0.023,< LOD,0.009,< LOD,0.004,< LOD,0.002,0.002,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.034,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.021,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
539,6/1/2007 2:37,Mining,125.47,%,Final,,SI037,SI037,371480.0392,7217709.91,B,undetermined,0.379,0,2.868,0,0,0,0.012,0,< LOD,0.218,0.2,0.037,91.252,0.047,3.687,0.06,0.799,0.021,0.094,0.008,0.058,0.003,0.74,0.02,0.534,0.026,0.267,0.006,0.007,0.003,0.008,0.002,0.061,0.007,2.229,0.023,< LOD,0.009,< LOD,0.004,< LOD,0.002,0.002,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.036,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.021,0.003,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
540,6/1/2007 2:41,Mining,122.15,%,Final,,SI038,SI038,371479.9561,7217712.122,B,undetermined,0.248,0,2.98,0,0,0,0.012,0,< LOD,0.249,0.131,0.035,91.217,0.049,3.748,0.061,0.824,0.021,0.101,0.008,0.066,0.003,0.701,0.019,0.503,0.025,0.25,0.006,0.007,0.003,0.008,0.002,0.063,0.008,2.316,0.025,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.032,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.021,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
541,6/1/2007 2:46,Mining,122.33,%,Final,,SI039,SI039,371479.9744,7217714.178,B,undetermined,0.298,0,2.976,0,0.326,0,0.011,0,< LOD,0.236,0.158,0.035,90.814,0.052,3.91,0.062,0.803,0.02,0.092,0.008,0.065,0.003,0.705,0.02,0.517,0.026,0.274,0.006,0.007,0.003,0.008,0.002,0.075,0.008,2.313,0.025,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.031,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.025,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
542,6/1/2007 2:50,Mining,122.08,%,Final,,SI040,SI040,371479.994,7217716.131,B,undetermined,0.311,0,3.363,0,0,0,0.01,0,< LOD,0.287,0.164,0.036,90.854,0.05,3.646,0.061,0.782,0.021,0.1,0.008,0.06,0.003,0.742,0.021,0.612,0.028,0.258,0.006,0.008,0.003,0.007,0.002,0.093,0.009,2.614,0.027,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.028,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.022,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
543,6/1/2007 2:53,Mining,120.64,%,Final,,SI041,SI041,371479.891,7217718.16,B,undetermined,0.281,0,3.052,0,0,0,0.011,0,< LOD,0.204,0.149,0.036,91.019,0.05,3.901,0.063,0.825,0.021,0.092,0.008,0.059,0.003,0.71,0.02,0.45,0.025,0.256,0.006,0.009,0.003,0.007,0.002,0.09,0.009,2.372,0.026,< LOD,0.01,< LOD,0.004,< LOD,0.002,0.003,0.001,< LOD,0.002,< LOD,0.002,0.002,0.001,< LOD,0.002,0.031,0.001,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,< LOD,0.002,0.022,0.004,< LOD,0.005,< LOD,0.002,< LOD,0.002,< LOD,0.002
